concept_0,year_0,yearly frequency_0,rank_0,level_0,concept historical total_0,yearly vis total_0,proportion_0,concept_1,year_1,yearly frequency_1,rank_1,level_1,concept historical total_1,yearly vis total_1,proportion_1,concept_2,year_2,yearly frequency_2,rank_2,level_2,concept historical total_2,yearly vis total_2,proportion_2,concept_3,year_3,yearly frequency_3,rank_3,level_3,concept historical total_3,yearly vis total_3,proportion_3
Geology,2005,2,6,0,19,119,0.01680672268907563,Algorithm,2005,8,6,1,432,119,0.06722689075630252,Virtual reality,2005,4,6,2,177,119,0.03361344537815126,Scientific visualization,2005,0,6,3,166,119,0.0
Geology,2006,0,6,0,19,113,0.0,Algorithm,2006,12,6,1,432,113,0.10619469026548672,Virtual reality,2006,5,6,2,177,113,0.04424778761061947,Scientific visualization,2006,11,6,3,166,113,0.09734513274336283
Geology,2007,0,6,0,19,107,0.0,Algorithm,2007,10,6,1,432,107,0.09345794392523364,Virtual reality,2007,6,6,2,177,107,0.056074766355140186,Scientific visualization,2007,7,6,3,166,107,0.06542056074766354
Geology,2008,1,6,0,19,99,0.010101010101010102,Algorithm,2008,13,6,1,432,99,0.13131313131313133,Virtual reality,2008,5,6,2,177,99,0.050505050505050504,Scientific visualization,2008,7,6,3,166,99,0.0707070707070707
Geology,2009,0,6,0,19,117,0.0,Algorithm,2009,10,6,1,432,117,0.08547008547008547,Virtual reality,2009,4,6,2,177,117,0.03418803418803419,Scientific visualization,2009,11,6,3,166,117,0.09401709401709402
Geology,2010,0,6,0,19,109,0.0,Algorithm,2010,15,6,1,432,109,0.13761467889908258,Virtual reality,2010,10,6,2,177,109,0.09174311926605505,Scientific visualization,2010,5,6,3,166,109,0.045871559633027525
Geology,2011,0,6,0,19,119,0.0,Algorithm,2011,20,6,1,432,119,0.16806722689075632,Virtual reality,2011,3,6,2,177,119,0.025210084033613446,Scientific visualization,2011,7,6,3,166,119,0.058823529411764705
Geology,2012,2,6,0,19,116,0.017241379310344827,Algorithm,2012,9,6,1,432,116,0.07758620689655173,Virtual reality,2012,4,6,2,177,116,0.034482758620689655,Scientific visualization,2012,12,6,3,166,116,0.10344827586206896
Geology,2013,0,6,0,19,101,0.0,Algorithm,2013,14,6,1,432,101,0.13861386138613863,Virtual reality,2013,7,6,2,177,101,0.06930693069306931,Scientific visualization,2013,7,6,3,166,101,0.06930693069306931
Geology,2014,1,6,0,19,132,0.007575757575757576,Algorithm,2014,16,6,1,432,132,0.12121212121212122,Virtual reality,2014,7,6,2,177,132,0.05303030303030303,Scientific visualization,2014,3,6,3,166,132,0.022727272727272728
Geology,2015,1,6,0,19,127,0.007874015748031496,Algorithm,2015,16,6,1,432,127,0.12598425196850394,Virtual reality,2015,1,6,2,177,127,0.007874015748031496,Scientific visualization,2015,4,6,3,166,127,0.031496062992125984
Geology,2016,0,6,0,19,115,0.0,Algorithm,2016,7,6,1,432,115,0.06086956521739131,Virtual reality,2016,6,6,2,177,115,0.05217391304347826,Scientific visualization,2016,7,6,3,166,115,0.06086956521739131
Geology,2017,1,6,0,19,114,0.008771929824561403,Algorithm,2017,6,6,1,432,114,0.05263157894736842,Virtual reality,2017,7,6,2,177,114,0.06140350877192982,Scientific visualization,2017,9,6,3,166,114,0.07894736842105263
Geology,2018,0,6,0,19,127,0.0,Algorithm,2018,14,6,1,432,127,0.11023622047244094,Virtual reality,2018,6,6,2,177,127,0.047244094488188976,Scientific visualization,2018,4,6,3,166,127,0.031496062992125984
Geology,2019,1,6,0,19,129,0.007751937984496124,Algorithm,2019,13,6,1,432,129,0.10077519379844961,Virtual reality,2019,10,6,2,177,129,0.07751937984496124,Scientific visualization,2019,5,6,3,166,129,0.03875968992248062
Geology,2020,0,6,0,19,157,0.0,Algorithm,2020,16,6,1,432,157,0.10191082802547771,Virtual reality,2020,11,6,2,177,157,0.07006369426751592,Scientific visualization,2020,4,6,3,166,157,0.025477707006369428
Geology,2021,0,6,0,19,169,0.0,Algorithm,2021,16,6,1,432,169,0.09467455621301775,Virtual reality,2021,10,6,2,177,169,0.05917159763313609,Scientific visualization,2021,3,6,3,166,169,0.01775147928994083
Environmental science,1990,1,7,0,18,52,0.019230769230769232,Data mining,1990,2,7,1,351,52,0.038461538461538464,Analytics,1990,0,7,2,170,52,0.0,3D rendering,1990,4,7,3,140,52,0.07692307692307693
Environmental science,1991,0,7,0,18,48,0.0,Data mining,1991,2,7,1,351,48,0.041666666666666664,Analytics,1991,0,7,2,170,48,0.0,3D rendering,1991,1,7,3,140,48,0.020833333333333332
Environmental science,1992,2,7,0,18,51,0.0392156862745098,Data mining,1992,2,7,1,351,51,0.0392156862745098,Analytics,1992,0,7,2,170,51,0.0,3D rendering,1992,6,7,3,140,51,0.11764705882352941
Environmental science,1993,3,7,0,18,55,0.05454545454545454,Data mining,1993,0,7,1,351,55,0.0,Analytics,1993,0,7,2,170,55,0.0,3D rendering,1993,3,7,3,140,55,0.05454545454545454
Environmental science,1994,1,7,0,18,52,0.019230769230769232,Data mining,1994,2,7,1,351,52,0.038461538461538464,Analytics,1994,0,7,2,170,52,0.0,3D rendering,1994,7,7,3,140,52,0.1346153846153846
Environmental science,1995,0,7,0,18,74,0.0,Data mining,1995,4,7,1,351,74,0.05405405405405406,Analytics,1995,0,7,2,170,74,0.0,3D rendering,1995,3,7,3,140,74,0.04054054054054054
Environmental science,1996,1,7,0,18,77,0.012987012987012988,Data mining,1996,5,7,1,351,77,0.06493506493506493,Analytics,1996,0,7,2,170,77,0.0,3D rendering,1996,5,7,3,140,77,0.06493506493506493
Environmental science,1997,1,7,0,18,88,0.011363636363636364,Data mining,1997,5,7,1,351,88,0.056818181818181816,Analytics,1997,0,7,2,170,88,0.0,3D rendering,1997,4,7,3,140,88,0.045454545454545456
Environmental science,1998,2,7,0,18,90,0.022222222222222223,Data mining,1998,8,7,1,351,90,0.08888888888888889,Analytics,1998,0,7,2,170,90,0.0,3D rendering,1998,3,7,3,140,90,0.03333333333333333
Environmental science,1999,0,7,0,18,88,0.0,Data mining,1999,5,7,1,351,88,0.056818181818181816,Analytics,1999,0,7,2,170,88,0.0,3D rendering,1999,5,7,3,140,88,0.056818181818181816
Environmental science,2000,1,7,0,18,92,0.010869565217391304,Data mining,2000,9,7,1,351,92,0.09782608695652174,Analytics,2000,0,7,2,170,92,0.0,3D rendering,2000,8,7,3,140,92,0.08695652173913043
Environmental science,2001,0,7,0,18,96,0.0,Data mining,2001,4,7,1,351,96,0.041666666666666664,Analytics,2001,0,7,2,170,96,0.0,3D rendering,2001,9,7,3,140,96,0.09375
Environmental science,2002,1,7,0,18,101,0.009900990099009901,Data mining,2002,5,7,1,351,101,0.04950495049504951,Analytics,2002,0,7,2,170,101,0.0,3D rendering,2002,16,7,3,140,101,0.15841584158415842
Environmental science,2003,0,7,0,18,102,0.0,Data mining,2003,5,7,1,351,102,0.049019607843137254,Analytics,2003,0,7,2,170,102,0.0,3D rendering,2003,12,7,3,140,102,0.11764705882352941
Environmental science,2004,0,7,0,18,97,0.0,Data mining,2004,4,7,1,351,97,0.041237113402061855,Analytics,2004,0,7,2,170,97,0.0,3D rendering,2004,6,7,3,140,97,0.061855670103092786
Environmental science,2005,0,7,0,18,119,0.0,Data mining,2005,7,7,1,351,119,0.058823529411764705,Analytics,2005,0,7,2,170,119,0.0,3D rendering,2005,9,7,3,140,119,0.07563025210084033
Environmental science,2006,0,7,0,18,113,0.0,Data mining,2006,13,7,1,351,113,0.11504424778761062,Analytics,2006,6,7,2,170,113,0.05309734513274336,3D rendering,2006,5,7,3,140,113,0.04424778761061947
Environmental science,2007,1,7,0,18,107,0.009345794392523364,Data mining,2007,13,7,1,351,107,0.12149532710280374,Analytics,2007,7,7,2,170,107,0.06542056074766354,3D rendering,2007,5,7,3,140,107,0.04672897196261682
Environmental science,2008,0,7,0,18,99,0.0,Data mining,2008,12,7,1,351,99,0.12121212121212122,Analytics,2008,6,7,2,170,99,0.06060606060606061,3D rendering,2008,2,7,3,140,99,0.020202020202020204
Environmental science,2009,0,7,0,18,117,0.0,Data mining,2009,18,7,1,351,117,0.15384615384615385,Analytics,2009,7,7,2,170,117,0.05982905982905983,3D rendering,2009,5,7,3,140,117,0.042735042735042736
Environmental science,2010,0,7,0,18,109,0.0,Data mining,2010,14,7,1,351,109,0.12844036697247707,Analytics,2010,8,7,2,170,109,0.07339449541284404,3D rendering,2010,5,7,3,140,109,0.045871559633027525
Environmental science,2011,0,7,0,18,119,0.0,Data mining,2011,18,7,1,351,119,0.15126050420168066,Analytics,2011,8,7,2,170,119,0.06722689075630252,3D rendering,2011,2,7,3,140,119,0.01680672268907563
Environmental science,2012,0,7,0,18,116,0.0,Data mining,2012,15,7,1,351,116,0.12931034482758622,Analytics,2012,11,7,2,170,116,0.09482758620689655,3D rendering,2012,4,7,3,140,116,0.034482758620689655
Environmental science,2013,0,7,0,18,101,0.0,Data mining,2013,17,7,1,351,101,0.16831683168316833,Analytics,2013,8,7,2,170,101,0.07920792079207921,3D rendering,2013,2,7,3,140,101,0.019801980198019802
Environmental science,2014,1,7,0,18,132,0.007575757575757576,Data mining,2014,19,7,1,351,132,0.14393939393939395,Analytics,2014,13,7,2,170,132,0.09848484848484848,3D rendering,2014,1,7,3,140,132,0.007575757575757576
Environmental science,2015,1,7,0,18,127,0.007874015748031496,Data mining,2015,17,7,1,351,127,0.13385826771653545,Analytics,2015,10,7,2,170,127,0.07874015748031496,3D rendering,2015,0,7,3,140,127,0.0
Environmental science,2016,0,7,0,18,115,0.0,Data mining,2016,15,7,1,351,115,0.13043478260869565,Analytics,2016,11,7,2,170,115,0.09565217391304348,3D rendering,2016,1,7,3,140,115,0.008695652173913044
Environmental science,2017,0,7,0,18,114,0.0,Data mining,2017,22,7,1,351,114,0.19298245614035087,Analytics,2017,14,7,2,170,114,0.12280701754385964,3D rendering,2017,2,7,3,140,114,0.017543859649122806
Environmental science,2018,0,7,0,18,127,0.0,Data mining,2018,24,7,1,351,127,0.1889763779527559,Analytics,2018,12,7,2,170,127,0.09448818897637795,3D rendering,2018,1,7,3,140,127,0.007874015748031496
Environmental science,2019,0,7,0,18,129,0.0,Data mining,2019,17,7,1,351,129,0.13178294573643412,Analytics,2019,16,7,2,170,129,0.12403100775193798,3D rendering,2019,0,7,3,140,129,0.0
Environmental science,2020,1,7,0,18,157,0.006369426751592357,Data mining,2020,28,7,1,351,157,0.17834394904458598,Analytics,2020,23,7,2,170,157,0.1464968152866242,3D rendering,2020,2,7,3,140,157,0.012738853503184714
Environmental science,2021,1,7,0,18,169,0.005917159763313609,Data mining,2021,20,7,1,351,169,0.11834319526627218,Analytics,2021,10,7,2,170,169,0.05917159763313609,3D rendering,2021,2,7,3,140,169,0.011834319526627219
Psychology,1990,0,8,0,14,52,0.0,Information retrieval,1990,3,8,1,224,52,0.057692307692307696,Graph,1990,0,8,2,119,52,0.0,Creative visualization,1990,4,8,3,125,52,0.07692307692307693
Psychology,1991,0,8,0,14,48,0.0,Information retrieval,1991,1,8,1,224,48,0.020833333333333332,Graph,1991,1,8,2,119,48,0.020833333333333332,Creative visualization,1991,1,8,3,125,48,0.020833333333333332
Psychology,1992,0,8,0,14,51,0.0,Information retrieval,1992,2,8,1,224,51,0.0392156862745098,Graph,1992,1,8,2,119,51,0.0196078431372549,Creative visualization,1992,2,8,3,125,51,0.0392156862745098
Psychology,1993,0,8,0,14,55,0.0,Information retrieval,1993,2,8,1,224,55,0.03636363636363636,Graph,1993,0,8,2,119,55,0.0,Creative visualization,1993,1,8,3,125,55,0.01818181818181818
Psychology,1994,0,8,0,14,52,0.0,Information retrieval,1994,0,8,1,224,52,0.0,Graph,1994,1,8,2,119,52,0.019230769230769232,Creative visualization,1994,1,8,3,125,52,0.019230769230769232
Psychology,1995,0,8,0,14,74,0.0,Information retrieval,1995,6,8,1,224,74,0.08108108108108109,Graph,1995,1,8,2,119,74,0.013513513513513514,Creative visualization,1995,2,8,3,125,74,0.02702702702702703
Psychology,1996,0,8,0,14,77,0.0,Information retrieval,1996,5,8,1,224,77,0.06493506493506493,Graph,1996,0,8,2,119,77,0.0,Creative visualization,1996,0,8,3,125,77,0.0
Psychology,1997,0,8,0,14,88,0.0,Information retrieval,1997,8,8,1,224,88,0.09090909090909091,Graph,1997,1,8,2,119,88,0.011363636363636364,Creative visualization,1997,0,8,3,125,88,0.0
Psychology,1998,0,8,0,14,90,0.0,Information retrieval,1998,3,8,1,224,90,0.03333333333333333,Graph,1998,2,8,2,119,90,0.022222222222222223,Creative visualization,1998,2,8,3,125,90,0.022222222222222223
Psychology,1999,0,8,0,14,88,0.0,Information retrieval,1999,5,8,1,224,88,0.056818181818181816,Graph,1999,1,8,2,119,88,0.011363636363636364,Creative visualization,1999,0,8,3,125,88,0.0
Psychology,2000,0,8,0,14,92,0.0,Information retrieval,2000,6,8,1,224,92,0.06521739130434782,Graph,2000,2,8,2,119,92,0.021739130434782608,Creative visualization,2000,1,8,3,125,92,0.010869565217391304
Psychology,2001,1,8,0,14,96,0.010416666666666666,Information retrieval,2001,2,8,1,224,96,0.020833333333333332,Graph,2001,4,8,2,119,96,0.041666666666666664,Creative visualization,2001,0,8,3,125,96,0.0
Psychology,2002,0,8,0,14,101,0.0,Information retrieval,2002,4,8,1,224,101,0.039603960396039604,Graph,2002,1,8,2,119,101,0.009900990099009901,Creative visualization,2002,4,8,3,125,101,0.039603960396039604
Psychology,2003,0,8,0,14,102,0.0,Information retrieval,2003,0,8,1,224,102,0.0,Graph,2003,3,8,2,119,102,0.029411764705882353,Creative visualization,2003,1,8,3,125,102,0.00980392156862745
Psychology,2004,0,8,0,14,97,0.0,Information retrieval,2004,3,8,1,224,97,0.030927835051546393,Graph,2004,6,8,2,119,97,0.061855670103092786,Creative visualization,2004,0,8,3,125,97,0.0
Psychology,2005,1,8,0,14,119,0.008403361344537815,Information retrieval,2005,3,8,1,224,119,0.025210084033613446,Graph,2005,6,8,2,119,119,0.05042016806722689,Creative visualization,2005,1,8,3,125,119,0.008403361344537815
Psychology,2006,0,8,0,14,113,0.0,Information retrieval,2006,6,8,1,224,113,0.05309734513274336,Graph,2006,7,8,2,119,113,0.061946902654867256,Creative visualization,2006,7,8,3,125,113,0.061946902654867256
Psychology,2007,0,8,0,14,107,0.0,Information retrieval,2007,10,8,1,224,107,0.09345794392523364,Graph,2007,3,8,2,119,107,0.028037383177570093,Creative visualization,2007,6,8,3,125,107,0.056074766355140186
Psychology,2008,0,8,0,14,99,0.0,Information retrieval,2008,11,8,1,224,99,0.1111111111111111,Graph,2008,7,8,2,119,99,0.0707070707070707,Creative visualization,2008,7,8,3,125,99,0.0707070707070707
Psychology,2009,0,8,0,14,117,0.0,Information retrieval,2009,15,8,1,224,117,0.1282051282051282,Graph,2009,8,8,2,119,117,0.06837606837606838,Creative visualization,2009,7,8,3,125,117,0.05982905982905983
Psychology,2010,2,8,0,14,109,0.01834862385321101,Information retrieval,2010,11,8,1,224,109,0.10091743119266056,Graph,2010,2,8,2,119,109,0.01834862385321101,Creative visualization,2010,8,8,3,125,109,0.07339449541284404
Psychology,2011,1,8,0,14,119,0.008403361344537815,Information retrieval,2011,7,8,1,224,119,0.058823529411764705,Graph,2011,7,8,2,119,119,0.058823529411764705,Creative visualization,2011,6,8,3,125,119,0.05042016806722689
Psychology,2012,0,8,0,14,116,0.0,Information retrieval,2012,11,8,1,224,116,0.09482758620689655,Graph,2012,4,8,2,119,116,0.034482758620689655,Creative visualization,2012,5,8,3,125,116,0.04310344827586207
Psychology,2013,0,8,0,14,101,0.0,Information retrieval,2013,10,8,1,224,101,0.09900990099009901,Graph,2013,5,8,2,119,101,0.04950495049504951,Creative visualization,2013,6,8,3,125,101,0.0594059405940594
Psychology,2014,1,8,0,14,132,0.007575757575757576,Information retrieval,2014,11,8,1,224,132,0.08333333333333333,Graph,2014,2,8,2,119,132,0.015151515151515152,Creative visualization,2014,5,8,3,125,132,0.03787878787878788
Psychology,2015,0,8,0,14,127,0.0,Information retrieval,2015,11,8,1,224,127,0.08661417322834646,Graph,2015,7,8,2,119,127,0.05511811023622047,Creative visualization,2015,7,8,3,125,127,0.05511811023622047
Psychology,2016,0,8,0,14,115,0.0,Information retrieval,2016,14,8,1,224,115,0.12173913043478261,Graph,2016,4,8,2,119,115,0.034782608695652174,Creative visualization,2016,8,8,3,125,115,0.06956521739130435
Psychology,2017,1,8,0,14,114,0.008771929824561403,Information retrieval,2017,10,8,1,224,114,0.08771929824561403,Graph,2017,6,8,2,119,114,0.05263157894736842,Creative visualization,2017,9,8,3,125,114,0.07894736842105263
Psychology,2018,0,8,0,14,127,0.0,Information retrieval,2018,10,8,1,224,127,0.07874015748031496,Graph,2018,4,8,2,119,127,0.031496062992125984,Creative visualization,2018,3,8,3,125,127,0.023622047244094488
Psychology,2019,0,8,0,14,129,0.0,Information retrieval,2019,12,8,1,224,129,0.09302325581395349,Graph,2019,5,8,2,119,129,0.03875968992248062,Creative visualization,2019,8,8,3,125,129,0.06201550387596899
Psychology,2020,3,8,0,14,157,0.01910828025477707,Information retrieval,2020,11,8,1,224,157,0.07006369426751592,Graph,2020,9,8,2,119,157,0.05732484076433121,Creative visualization,2020,5,8,3,125,157,0.03184713375796178
Psychology,2021,4,8,0,14,169,0.023668639053254437,Information retrieval,2021,11,8,1,224,169,0.0650887573964497,Graph,2021,9,8,2,119,169,0.05325443786982249,Creative visualization,2021,8,8,3,125,169,0.047337278106508875
Business,1990,0,9,0,6,52,0.0,Machine learning,1990,2,9,1,191,52,0.038461538461538464,Flow (mathematics),1990,1,9,2,100,52,0.019230769230769232,Flow visualization,1990,1,9,3,91,52,0.019230769230769232
Business,1991,0,9,0,6,48,0.0,Machine learning,1991,0,9,1,191,48,0.0,Flow (mathematics),1991,2,9,2,100,48,0.041666666666666664,Flow visualization,1991,3,9,3,91,48,0.0625
Business,1992,0,9,0,6,51,0.0,Machine learning,1992,0,9,1,191,51,0.0,Flow (mathematics),1992,3,9,2,100,51,0.058823529411764705,Flow visualization,1992,4,9,3,91,51,0.0784313725490196
Business,1993,0,9,0,6,55,0.0,Machine learning,1993,0,9,1,191,55,0.0,Flow (mathematics),1993,6,9,2,100,55,0.10909090909090909,Flow visualization,1993,6,9,3,91,55,0.10909090909090909
Business,1994,0,9,0,6,52,0.0,Machine learning,1994,0,9,1,191,52,0.0,Flow (mathematics),1994,7,9,2,100,52,0.1346153846153846,Flow visualization,1994,7,9,3,91,52,0.1346153846153846
Business,1995,1,9,0,6,74,0.013513513513513514,Machine learning,1995,2,9,1,191,74,0.02702702702702703,Flow (mathematics),1995,4,9,2,100,74,0.05405405405405406,Flow visualization,1995,3,9,3,91,74,0.04054054054054054
Business,1996,0,9,0,6,77,0.0,Machine learning,1996,0,9,1,191,77,0.0,Flow (mathematics),1996,3,9,2,100,77,0.03896103896103896,Flow visualization,1996,3,9,3,91,77,0.03896103896103896
Business,1997,1,9,0,6,88,0.011363636363636364,Machine learning,1997,0,9,1,191,88,0.0,Flow (mathematics),1997,3,9,2,100,88,0.03409090909090909,Flow visualization,1997,0,9,3,91,88,0.0
Business,1998,0,9,0,6,90,0.0,Machine learning,1998,1,9,1,191,90,0.011111111111111112,Flow (mathematics),1998,2,9,2,100,90,0.022222222222222223,Flow visualization,1998,3,9,3,91,90,0.03333333333333333
Business,1999,0,9,0,6,88,0.0,Machine learning,1999,1,9,1,191,88,0.011363636363636364,Flow (mathematics),1999,3,9,2,100,88,0.03409090909090909,Flow visualization,1999,2,9,3,91,88,0.022727272727272728
Business,2000,0,9,0,6,92,0.0,Machine learning,2000,0,9,1,191,92,0.0,Flow (mathematics),2000,3,9,2,100,92,0.03260869565217391,Flow visualization,2000,4,9,3,91,92,0.043478260869565216
Business,2001,0,9,0,6,96,0.0,Machine learning,2001,1,9,1,191,96,0.010416666666666666,Flow (mathematics),2001,2,9,2,100,96,0.020833333333333332,Flow visualization,2001,2,9,3,91,96,0.020833333333333332
Business,2002,1,9,0,6,101,0.009900990099009901,Machine learning,2002,1,9,1,191,101,0.009900990099009901,Flow (mathematics),2002,3,9,2,100,101,0.0297029702970297,Flow visualization,2002,1,9,3,91,101,0.009900990099009901
Business,2003,0,9,0,6,102,0.0,Machine learning,2003,0,9,1,191,102,0.0,Flow (mathematics),2003,2,9,2,100,102,0.0196078431372549,Flow visualization,2003,2,9,3,91,102,0.0196078431372549
Business,2004,0,9,0,6,97,0.0,Machine learning,2004,0,9,1,191,97,0.0,Flow (mathematics),2004,3,9,2,100,97,0.030927835051546393,Flow visualization,2004,4,9,3,91,97,0.041237113402061855
Business,2005,0,9,0,6,119,0.0,Machine learning,2005,2,9,1,191,119,0.01680672268907563,Flow (mathematics),2005,6,9,2,100,119,0.05042016806722689,Flow visualization,2005,6,9,3,91,119,0.05042016806722689
Business,2006,0,9,0,6,113,0.0,Machine learning,2006,0,9,1,191,113,0.0,Flow (mathematics),2006,3,9,2,100,113,0.02654867256637168,Flow visualization,2006,2,9,3,91,113,0.017699115044247787
Business,2007,0,9,0,6,107,0.0,Machine learning,2007,2,9,1,191,107,0.018691588785046728,Flow (mathematics),2007,4,9,2,100,107,0.037383177570093455,Flow visualization,2007,3,9,3,91,107,0.028037383177570093
Business,2008,0,9,0,6,99,0.0,Machine learning,2008,4,9,1,191,99,0.04040404040404041,Flow (mathematics),2008,4,9,2,100,99,0.04040404040404041,Flow visualization,2008,4,9,3,91,99,0.04040404040404041
Business,2009,0,9,0,6,117,0.0,Machine learning,2009,4,9,1,191,117,0.03418803418803419,Flow (mathematics),2009,2,9,2,100,117,0.017094017094017096,Flow visualization,2009,3,9,3,91,117,0.02564102564102564
Business,2010,1,9,0,6,109,0.009174311926605505,Machine learning,2010,4,9,1,191,109,0.03669724770642202,Flow (mathematics),2010,3,9,2,100,109,0.027522935779816515,Flow visualization,2010,2,9,3,91,109,0.01834862385321101
Business,2011,0,9,0,6,119,0.0,Machine learning,2011,4,9,1,191,119,0.03361344537815126,Flow (mathematics),2011,7,9,2,100,119,0.058823529411764705,Flow visualization,2011,4,9,3,91,119,0.03361344537815126
Business,2012,0,9,0,6,116,0.0,Machine learning,2012,7,9,1,191,116,0.0603448275862069,Flow (mathematics),2012,3,9,2,100,116,0.02586206896551724,Flow visualization,2012,4,9,3,91,116,0.034482758620689655
Business,2013,0,9,0,6,101,0.0,Machine learning,2013,7,9,1,191,101,0.06930693069306931,Flow (mathematics),2013,4,9,2,100,101,0.039603960396039604,Flow visualization,2013,2,9,3,91,101,0.019801980198019802
Business,2014,0,9,0,6,132,0.0,Machine learning,2014,14,9,1,191,132,0.10606060606060606,Flow (mathematics),2014,2,9,2,100,132,0.015151515151515152,Flow visualization,2014,1,9,3,91,132,0.007575757575757576
Business,2015,0,9,0,6,127,0.0,Machine learning,2015,13,9,1,191,127,0.10236220472440945,Flow (mathematics),2015,4,9,2,100,127,0.031496062992125984,Flow visualization,2015,4,9,3,91,127,0.031496062992125984
Business,2016,1,9,0,6,115,0.008695652173913044,Machine learning,2016,10,9,1,191,115,0.08695652173913043,Flow (mathematics),2016,1,9,2,100,115,0.008695652173913044,Flow visualization,2016,2,9,3,91,115,0.017391304347826087
Business,2017,0,9,0,6,114,0.0,Machine learning,2017,20,9,1,191,114,0.17543859649122806,Flow (mathematics),2017,1,9,2,100,114,0.008771929824561403,Flow visualization,2017,2,9,3,91,114,0.017543859649122806
Business,2018,0,9,0,6,127,0.0,Machine learning,2018,17,9,1,191,127,0.13385826771653545,Flow (mathematics),2018,4,9,2,100,127,0.031496062992125984,Flow visualization,2018,3,9,3,91,127,0.023622047244094488
Business,2019,0,9,0,6,129,0.0,Machine learning,2019,24,9,1,191,129,0.18604651162790697,Flow (mathematics),2019,1,9,2,100,129,0.007751937984496124,Flow visualization,2019,1,9,3,91,129,0.007751937984496124
Business,2020,1,9,0,6,157,0.006369426751592357,Machine learning,2020,32,9,1,191,157,0.20382165605095542,Flow (mathematics),2020,3,9,2,100,157,0.01910828025477707,Flow visualization,2020,2,9,3,91,157,0.012738853503184714
Business,2021,0,9,0,6,169,0.0,Machine learning,2021,19,9,1,191,169,0.11242603550295859,Flow (mathematics),2021,1,9,2,100,169,0.005917159763313609,Flow visualization,2021,1,9,3,91,169,0.005917159763313609
Chemistry,1990,0,10,0,3,52,0.0,Multimedia,1990,1,10,1,89,52,0.019230769230769232,Cluster analysis,1990,0,10,2,96,52,0.0,Graph drawing,1990,1,10,3,70,52,0.019230769230769232
Chemistry,1991,0,10,0,3,48,0.0,Multimedia,1991,0,10,1,89,48,0.0,Cluster analysis,1991,1,10,2,96,48,0.020833333333333332,Graph drawing,1991,1,10,3,70,48,0.020833333333333332
Chemistry,1992,0,10,0,3,51,0.0,Multimedia,1992,2,10,1,89,51,0.0392156862745098,Cluster analysis,1992,0,10,2,96,51,0.0,Graph drawing,1992,0,10,3,70,51,0.0
Chemistry,1993,0,10,0,3,55,0.0,Multimedia,1993,0,10,1,89,55,0.0,Cluster analysis,1993,0,10,2,96,55,0.0,Graph drawing,1993,0,10,3,70,55,0.0
Chemistry,1994,0,10,0,3,52,0.0,Multimedia,1994,0,10,1,89,52,0.0,Cluster analysis,1994,0,10,2,96,52,0.0,Graph drawing,1994,1,10,3,70,52,0.019230769230769232
Chemistry,1995,0,10,0,3,74,0.0,Multimedia,1995,3,10,1,89,74,0.04054054054054054,Cluster analysis,1995,1,10,2,96,74,0.013513513513513514,Graph drawing,1995,0,10,3,70,74,0.0
Chemistry,1996,0,10,0,3,77,0.0,Multimedia,1996,3,10,1,89,77,0.03896103896103896,Cluster analysis,1996,1,10,2,96,77,0.012987012987012988,Graph drawing,1996,1,10,3,70,77,0.012987012987012988
Chemistry,1997,0,10,0,3,88,0.0,Multimedia,1997,2,10,1,89,88,0.022727272727272728,Cluster analysis,1997,2,10,2,96,88,0.022727272727272728,Graph drawing,1997,0,10,3,70,88,0.0
Chemistry,1998,0,10,0,3,90,0.0,Multimedia,1998,3,10,1,89,90,0.03333333333333333,Cluster analysis,1998,4,10,2,96,90,0.044444444444444446,Graph drawing,1998,0,10,3,70,90,0.0
Chemistry,1999,0,10,0,3,88,0.0,Multimedia,1999,2,10,1,89,88,0.022727272727272728,Cluster analysis,1999,1,10,2,96,88,0.011363636363636364,Graph drawing,1999,0,10,3,70,88,0.0
Chemistry,2000,0,10,0,3,92,0.0,Multimedia,2000,1,10,1,89,92,0.010869565217391304,Cluster analysis,2000,3,10,2,96,92,0.03260869565217391,Graph drawing,2000,1,10,3,70,92,0.010869565217391304
Chemistry,2001,0,10,0,3,96,0.0,Multimedia,2001,1,10,1,89,96,0.010416666666666666,Cluster analysis,2001,3,10,2,96,96,0.03125,Graph drawing,2001,5,10,3,70,96,0.052083333333333336
Chemistry,2002,0,10,0,3,101,0.0,Multimedia,2002,1,10,1,89,101,0.009900990099009901,Cluster analysis,2002,0,10,2,96,101,0.0,Graph drawing,2002,1,10,3,70,101,0.009900990099009901
Chemistry,2003,0,10,0,3,102,0.0,Multimedia,2003,2,10,1,89,102,0.0196078431372549,Cluster analysis,2003,3,10,2,96,102,0.029411764705882353,Graph drawing,2003,2,10,3,70,102,0.0196078431372549
Chemistry,2004,0,10,0,3,97,0.0,Multimedia,2004,3,10,1,89,97,0.030927835051546393,Cluster analysis,2004,3,10,2,96,97,0.030927835051546393,Graph drawing,2004,3,10,3,70,97,0.030927835051546393
Chemistry,2005,1,10,0,3,119,0.008403361344537815,Multimedia,2005,1,10,1,89,119,0.008403361344537815,Cluster analysis,2005,4,10,2,96,119,0.03361344537815126,Graph drawing,2005,2,10,3,70,119,0.01680672268907563
